name,artists,id,popularity
Without Me,['Eminem'],7lQ8MOhq6IN2w8EYcFNSUk,82
Hips Don't Lie (feat. Wyclef Jean),"['Shakira', 'Wyclef Jean']",3ZFTkvIE7kyPt6Nu3PEa7V,82
I'm Yours,['Jason Mraz'],1EzrEOXmMH3G43AXT1y7pA,82
Umbrella,"['Rihanna', 'JAY-Z']",49FYlytm3dAAraYgpoJZux,82
"Hey, Soul Sister",['Train'],4HlFJV71xXKIGcU3kRyttv,82
Can't Hold Us - feat. Ray Dalton,['Macklemore & Ryan Lewis'],3bidbhpOYeV4knp8AIu8Xn,82
What Makes You Beautiful,['One Direction'],4cluDES4hQEUhmXj6TXkSo,82
All I Want,['Kodaline'],0NlGoUyOJSuSHmngoibVAs,82
Mirrors,['Justin Timberlake'],4rHZZAmHpZrA3iH5zx8frV,82
Story of My Life,['One Direction'],4nVBt6MZDDP6tRVdQTgxJg,82
Night Changes,['One Direction'],5O2P9iiztwhomNh8xkR9lJ,82
Shower,['Becky G'],3DmW6y7wTEYHJZlLo1r6XJ,82
The Nights,['Avicii'],0ct6r3EGTcMLPtrXHDvVjc,82
Wait a Minute!,['WILLOW'],0y60itmpH0aPKsFiGxmtnh,82
I Fall Apart,['Post Malone'],75ZvA4QfFiZvzhj2xkaWAh,82
Redbone,['Childish Gambino'],0wXuerDYiBnERgIpbb3JBR,82
20 Min,['Lil Uzi Vert'],0uxSUdBrJy9Un0EYoBowng,82
Let You Down,['NF'],52okn5MNA47tk87PeZJLEL,82
HUMBLE.,['Kendrick Lamar'],7KXjTSCq5nL1LoYtL7XAwS,82
Look At Me!,['XXXTENTACION'],7floNISpH8VF4z4459Qo18,82
Hold On,['Chord Overstreet'],5vjLSffimiIP26QG5WcN2K,82
Silence,"['Marshmello', 'Khalid']",7vGuf3Y35N4wmASOKLUVVU,82
Sign of the Times,['Harry Styles'],5Ohxk2dO5COHF1krpoPigN,82
Happier,['Ed Sheeran'],2RttW7RAu5nOAfq6YFvApB,82
Something Just Like This,"['The Chainsmokers', 'Coldplay']",6RUKPb4LETWmmr3iAEQktW,82
Drip Too Hard (Lil Baby & Gunna),"['Lil Baby', 'Gunna']",78QR3Wp35dqAhFEc2qAGjE,82
The Middle,"['Zedd', 'Maren Morris', 'Grey']",09IStsImFySgyp0pIQdqAc,82
You Are The Reason,['Calum Scott'],69vToJ9BMbbLlFZo7k7A7B,82
Without Me,['Halsey'],5p7ujcrUXASCNwRaWNHR1C,82
Dancing On My Own,['Calum Scott'],2BOqDYLOJBiMOXShCV1neZ,82
Be Alright,['Dean Lewis'],3EPXxR3ImUwfayaurPi3cm,82
No Guidance (feat. Drake),"['Chris Brown', 'Drake']",6XHVuErjQ4XNm6nDPVCxVX,82
F.N,['Lil Tjay'],0RLLvYBopDwooCyvnTwgYu,82
"All I Want - From ""High School Musical: The Musical: The Series""",['Olivia Rodrigo'],4Yxc55NX3tAXC2mHRAhtcW,82
Ransom,['Lil Tecca'],1lOe9qE0vR9zwWQAOk6CoO,82
Sunflower - Spider-Man: Into the Spider-Verse,"['Post Malone', 'Swae Lee']",0RiRZpuVRbi7oqRdSMwhQY,82
Happiest Year,['Jaymes Young'],5kcvBnt6DPX3AMEsCx1qDh,82
Forever After All,['Luke Combs'],6IBcOGPsniK3Pso1wHIhew,82
On Me,['Lil Baby'],4Iedi94TIaB2GGb1nMB68v,82
Mr. Right Now (feat. Drake),"['21 Savage', 'Metro Boomin', 'Drake']",4Q34FP1AT7GEl9oLgNtiWj,82
GO (feat. Juice WRLD),"['The Kid LAROI', 'Juice WRLD']",2rPHUAeUPbNgTmK18FPTiZ,82
21,['Polo G'],3JKgcAa7r07ocVWcV8bS0H,82
gold rush,['Taylor Swift'],5BK0uqwY9DNfZ630STAEaq,82
Be Like That - feat. Swae Lee & Khalid,"['Kane Brown', 'Swae Lee', 'Khalid']",5f1joOtoMeyppIcJGZQvqJ,82
Hit Different,"['SZA', 'The Neptunes', 'Pharrell Williams', 'Ty Dolla $ign']",7Bar1kLTmsRmH6FCKKMEyU,82
"no body, no crime (feat. HAIM)","['Taylor Swift', 'HAIM']",3RaT22zZsxVYxxKR7TAaYF,82
Wolves (feat. Post Malone),"['Big Sean', 'Post Malone']",33gwZOGJWEZ7dRWPqPxBEZ,82
Your New Boyfriend,['Wilbur Soot'],4vLBnQtece15fFhqWxZvJP,82
Wasted On You,['Morgan Wallen'],3cBsEDNhFI9E82vPj3kvi3,82
Treat You Better,['Shawn Mendes'],3QGsuHI8jO1Rx4JWLUh9jd,82
Can We Kiss Forever?,"['Kina', 'Adriana Proenza']",58wyJLv6yH1La9NIZPl3ne,82
2002,['Anne-Marie'],2BgEsaKNfHUdlh97KmvFyo,82
Old Town Road - Remix,"['Lil Nas X', 'Billy Ray Cyrus']",2YpeDb67231RjR0MgVLzsG,82
Supalonely,"['BENEE', 'Gus Dapperton']",4nK5YrxbMGZstTLbvj6Gxw,82
Arcade,['Duncan Laurence'],1Xi84slp6FryDSCbzq4UCD,82
Boy With Luv (feat. Halsey),"['BTS', 'Halsey']",5KawlOMHjWeUjQtnuRs22c,82
I Don't Care (with Justin Bieber),"['Ed Sheeran', 'Justin Bieber']",3HVWdVOQ0ZA45FuZGSfvns,82
cardigan,['Taylor Swift'],4R2kfaDFhslZEMJqAFNpdd,82
Plastic Hearts,['Miley Cyrus'],6qCsKKS7Ol63SJW3LOIX5R,82
No Idea,['Don Toliver'],7AzlLxHn24DxjgQX73F9fU,82
Party Girl,['StaySolidRocky'],5RqR4ZCCKJDcBLIn4sih9l,82
Element,['Pop Smoke'],57BGVV6wcyhbn3hsjlqEZB,82
IDK You Yet,['Alexander 23'],47EWMOElkkbMp5m9SBkx7d,82
Angels Like You,['Miley Cyrus'],1daDRI9ahBonbWD8YcxOIB,82
Si Veo a Tu Mamá,['Bad Bunny'],41wtwzCZkXwpnakmwJ239F,82
What A Man Gotta Do,['Jonas Brothers'],4wNIkl5XGiAACjFBlDWuSd,82
Intentions (feat. Quavo),"['Justin Bieber', 'Quavo']",4umIPjkehX1r7uhmGvXiSV,82
La Santa,"['Bad Bunny', 'Daddy Yankee']",69vlMrzHwATKzupwNcUPyK,82
Pa' Olvidarme De Ella,"['Piso 21', 'Christian Nodal']",1cVlW9WQiGlFdWUXFdFZGh,82
Fly To My Room,['BTS'],3QH8rQGNFX8VLbCgZ7uPTS,82
Telepathy,['BTS'],2FVpOsjT1iquZ3SpCjZ9Ne,82
Sweet but Psycho,['Ava Max'],7DnAm9FOTWE3cUvso43HhI,82
Papi Chulo,"['Octavian', 'Skepta']",6Juv5N0dNU1imms9c9u1dA,82
"Lean (feat. Towy, Osquel, Beltito & Sammy & Falsetto)","['Super Yei', 'Towy', 'Osquel', 'Beltito', 'Sammy & Falsetto']",5DoLhdU27owX1NMrKLUbUl,82
Fly Away,['Tones And I'],5ri4zqtWhG07hIuNNDWP76,82
Hasta Que Dios Diga,"['Anuel AA', 'Bad Bunny']",06s3QtMJVXw1AJX3UfvZG1,82
Monster (Shawn Mendes & Justin Bieber),"['Shawn Mendes', 'Justin Bieber']",1HbA4N1MiOsPthALesGFR1,82
Secrets,"['Regard', 'RAYE']",66W1rVTnEv86dIkFhoiElg,82
Some Say - Felix Jaehn Remix,"['Nea', 'Felix Jaehn']",7C1trmcQQ5n5RNy4l6ziCv,82
The Christmas Song (Merry Christmas To You),['Nat King Cole'],4PS1e8f2LvuTFgUs1Cn3ON,81
Fortunate Son,['Creedence Clearwater Revival'],4BP3uh0hFLFRb5cjsgLqDh,81
"Rocket Man (I Think It's Going To Be A Long, Long Time)",['Elton John'],3gdewACMIVMEWVbyb8O9sY,81
Sweet Home Alabama,['Lynyrd Skynyrd'],7e89621JPkKaeDSTQ3avtg,81
Losing My Religion,['R.E.M.'],31AOj9sFz2gM0O3hMARRBx,81
Gangsta's Paradise,"['Coolio', 'L.V.']",7lQWRAjyhTpCWFC0jmclT4,81
Seven Nation Army,['The White Stripes'],3dPQuX8Gs42Y7b454ybpMR,81
Numb,['Linkin Park'],2nLtzopw4rPReszdYBJU6h,81
Yeah! (feat. Lil Jon & Ludacris),"['Usher', 'Lil Jon', 'Ludacris']",5rb9QrpfcKFHM1EUbSIurX,81
Feel Good Inc.,['Gorillaz'],0d28khcov6AiegSCpG5TuT,81
How to Save a Life,['The Fray'],5fVZC9GiM4e8vu99W0Xf6J,81
Fix You,['Coldplay'],7LVHVU3tWfcxj5aiPFEW4Q,81
Promiscuous,"['Nelly Furtado', 'Timbaland']",2gam98EZKrF9XuOkU13ApN,81
TiK ToK,['Kesha'],0HPD5WQqrq7wPWR7P7Dw1i,81
Love The Way You Lie,"['Eminem', 'Rihanna']",15JINEqzVMv3SvJTAXAKED,81
Tongue Tied,['Grouplove'],0GO8y8jQk1PkHzS31d699N,81
Locked out of Heaven,['Bruno Mars'],3w3y8KPTfNeOKPiqUTakBh,81
Just Give Me a Reason (feat. Nate Ruess),"['P!nk', 'Nate Ruess']",1mKXFLRA179hdOWQBwUk9e,81
I Wanna Be Yours,['Arctic Monkeys'],5XeFesFbtLpXzIVDNQP22n,81
Stay With Me,['Sam Smith'],5Nm9ERjJZ5oyfXZTECKmRt,81
I'm Not The Only One,['Sam Smith'],7795WJLVKJoAyVoOtCWqXN,81
Uptown Funk (feat. Bruno Mars),"['Mark Ronson', 'Bruno Mars']",32OlwWuMpZ6b0aN2RZOeMS,81
See You Again (feat. Charlie Puth),"['Wiz Khalifa', 'Charlie Puth']",2JzZzZUQj3Qff7wapcbKjc,81
Love Yourself,['Justin Bieber'],50kpGaPAhYJ3sGmk6vplg0,81
Sorry,['Justin Bieber'],09CtPGIpYB4BrO8qb1RGsF,81
Congratulations,"['Post Malone', 'Quavo']",3a1lNhkSLSkpJE4MSHpDu9,81
That's What I Like,['Bruno Mars'],0KKkJNfGyhkQ5aFogxQAPU,81
Heathens,['Twenty One Pilots'],6i0V12jOa3mr6uu4WYhUBr,81
Devil Eyes,['Hippie Sabotage'],7MiZjKawmXTsTNePyTfPyL,81
Let Me Love You,"['DJ Snake', 'Justin Bieber']",0lYBSQXN6rCTvUZvg9S0lU,81
Chanel,['Frank Ocean'],6Nle9hKrkL1wQpwNfEkxjh,81
Ric Flair Drip (& Metro Boomin),"['Offset', 'Metro Boomin']",7sO5G9EABYOXQKNPNiE9NR,81
Save That Shit,['Lil Peep'],0S0vWvyZ6Rc79TXkWxT9QA,81
ocean eyes,['Billie Eilish'],7hDVYcQq6MxkdJGweuCtl9,81
Armed And Dangerous,['Juice WRLD'],5wujBwqG7INdStqGd4tRMX,81
Lean Wit Me,['Juice WRLD'],3oDkdAySo1VQQG0ptV7uwa,81
Murder On My Mind,['YNW Melly'],7eBqSVxrzQZtK2mmgRG6lC,81
Space Cadet (feat. Gunna),"['Metro Boomin', 'Gunna']",1fewSx2d5KIZ04wsooEBOz,81
Going Bad (feat. Drake),"['Meek Mill', 'Drake']",2IRZnDFmlqMuOrYOLnZZyc,81
Legends,['Juice WRLD'],1Knctxx9vGZxpZfF66BIEa,81
we fell in love in october,['girl in red'],1BYZxKSf0aTxp8ZFoeyM3d,81
Little Dark Age,['MGMT'],2Y0iGXY6m6immVb2ktbseM,81
Call Out My Name,['The Weeknd'],09mEdoA6zrmBPgTEN5qXmN,81
I Like It,"['Cardi B', 'Bad Bunny', 'J Balvin']",58q2HKrzhC3ozto2nDdN4z,81
Youngblood,['5 Seconds of Summer'],2iUXsYOEPhVqEBwsqP70rE,81
comethru,['Jeremy Zucker'],18uwL0vNUanqZH0ro2QcOP,81
MIDDLE CHILD,['J. Cole'],2JvzF1RMd7lE3KmFlsyZD8,81
High Fashion (feat. Mustard),"['Roddy Ricch', 'Mustard']",07KXEDMj78x68D884wgVEm,81
Empty,['Juice WRLD'],41MCdlvXOl62B7Kv86Bb1v,81
Pop Out (feat. Lil Tjay),"['Polo G', 'Lil Tjay']",6uFn47ACjqYkc0jADwEdj1,81
Money In The Grave (Drake ft. Rick Ross),"['Drake', 'Rick Ross']",5ry2OE6R2zPQFDO85XkgRb,81
Can I Call You Tonight?,['Dayglow'],64lsIF5pw0sJY0gV5kz0RN,81
you were good to me,"['Jeremy Zucker', 'Chelsea Cutler']",4CxFN5zON70B3VOPBYbd6P,81
i love you,['Billie Eilish'],6CcJMwBtXByIz4zQLzFkKc,81
Goodbyes (feat. Young Thug),"['Post Malone', 'Young Thug']",0t3ZvGKlmYmVsDzBJAXK8C,81
Callaita,"['Bad Bunny', 'Tainy']",2TH65lNHgvLxCKXM3apjxI,81
Hold Me While You Wait,['Lewis Capaldi'],60iSKGrGazRzICtMjADNSM,81
Somebody’s Problem,['Morgan Wallen'],0SErdEdRcVX1uJCf1eTGYH,81
We Paid (feat. 42 Dugg),"['Lil Baby', '42 Dugg']",6gxKUmycQX7uyMwJcweFjp,81
‘tis the damn season,['Taylor Swift'],7dW84mWkdWE5a6lFWxJCBG,81
Way Out (feat. Big Sean),"['Jack Harlow', 'Big Sean']",6rLi6PyWXu1rPlShuIZpj6,81
DOLLAZ ON MY HEAD (feat. Young Thug),"['Gunna', 'Young Thug']",3nS9a01VvXHQriLqJYwRqG,81
tolerate it,['Taylor Swift'],0PurA4JVJ8YQgSVopY8fn6,81
There's Nothing Holdin' Me Back,['Shawn Mendes'],7JJmb5XwzOO8jgpou264Ml,81
Dusk Till Dawn - Radio Edit,"['ZAYN', 'Sia']",1j4kHkkpqZRBwE0A4CN4Yv,81
Si Estuviésemos Juntos,['Bad Bunny'],35wvL50xvKpCHEJPxLOLPI,81
Havana (feat. Young Thug),"['Camila Cabello', 'Young Thug']",1rfofaqEpACxVEHIZBJe6W,81
One Kiss (with Dua Lipa),"['Calvin Harris', 'Dua Lipa']",7ef4DlsgrMEH11cDZd32M6,81
FRIENDS,"['Marshmello', 'Anne-Marie']",08bNPGLD8AhKpnnERrAc6G,81
Higher Love,"['Kygo', 'Whitney Houston']",6oJ6le65B3SEqPwMRNXWjY,81
My Oh My (feat. DaBaby),"['Camila Cabello', 'DaBaby']",3yOlyBJuViE2YSGn3nVE1K,81
Dancing With A Stranger (with Normani),"['Sam Smith', 'Normani']",6Qs4SXO9dwPj5GKvVOv8Ki,81
Beautiful People (feat. Khalid),"['Ed Sheeran', 'Khalid']",4evmHXcjt3bTUHD1cvny97,81
"F*CK YOU, GOODBYE (feat. Machine Gun Kelly)","['The Kid LAROI', 'Machine Gun Kelly']",0DYNL4xbYWgNzppUamtyR4,81
Real Shit (with benny blanco),"['Juice WRLD', 'benny blanco']",3uVPLtkmDu8pDkYEAVqbgS,81
Got It On Me,['Pop Smoke'],25zlnOAzbVoOzIeXSvQFf1,81
Smile (with The Weeknd),"['Juice WRLD', 'The Weeknd']",6wQlQrTY5mVS8EGaFZVwVF,81
exile (feat. Bon Iver),"['Taylor Swift', 'Bon Iver']",4pvb0WLRcMtbPGmtejJJ6y,81
Heat Waves,['Glass Animals'],6CDzDgIUqeDY5g8ujExx2f,81
motive (with Doja Cat),"['Ariana Grande', 'Doja Cat']",5GkQIP5mWPi4KZLLXeuFTT,81
FRANCHISE (feat. Young Thug & M.I.A.),"['Travis Scott', 'Young Thug', 'M.I.A.']",4jVBIpuOiMj1crqd8LoCrJ,81
my future,['Billie Eilish'],2ygvZOXrIeVL4xZmAWJT2C,81
Gnat,['Eminem'],6cS9PmLky2NhLOhpIsUlow,81
Adderall (Corvette Corvette),['Popp Hunna'],3aAmQOxRPeKDL0HMWFA5qn,81
Bad Liar,['Imagine Dragons'],2RSHsoi04658QL5xgQVov3,81
Señorita,"['Shawn Mendes', 'Camila Cabello']",6v3KW9xbzN5yKLt9YKDYA2,81
RITMO (Bad Boys For Life),"['Black Eyed Peas', 'J Balvin']",6cy3ki60hLwimwIje7tALf,81
Coco (feat. DaBaby),"['24kGoldn', 'DaBaby']",2V6pjeOCuPBVlatcWTXUtP,81
willow,['Taylor Swift'],3Uo7WG0vmLQ07WB4BDwy7D,81
HOY COBRÉ,['Bad Bunny'],0tjZv2hChdHZCW1zFXpy1J,81
La Difícil,['Bad Bunny'],6NfrH0ANGmgBXyxgV2PeXt,81
In My Mind,"['Dynoro', ""Gigi D'Agostino""]",0E9ZjEAyAwOXZ7wJC0PD33,81
夜に駆ける,['YOASOBI'],3dPtXHP0oXQ4HCWHsOA9js,81
TE DESEO LO MEJOR,['Bad Bunny'],23XjN1s3DZC8Q9ZwuorYY4,81
Dis-ease,['BTS'],54DmTIv86D3sYdiawjULQ0,81
OK Not To Be OK,"['Marshmello', 'Demi Lovato']",0zzVTGyRrWpQu8Fr28NRAv,81
Rain On Me (with Ariana Grande),"['Lady Gaga', 'Ariana Grande']",7ju97lgwC2rKQ6wwsf9no9,81
Stay,['BTS'],3ndCsZfq8OVwwkz9mmZvUz,81
Piece Of Your Heart,"['MEDUZA', 'Goodboys']",1DFD5Fotzgn6yYXkYsKiGs,81
Head Shoulders Knees & Toes (feat. Norma Jean Martine),"['Ofenbach', 'Quarterhead', 'Norma Jean Martine']",14ngWWxvUSnIMXgF6rzSk1,81
TKN (feat. Travis Scott),"['ROSALÍA', 'Travis Scott']",4w47S36wQGBhGg073q3nt7,81
Physical,['Dua Lipa'],3AzjcOeAmA57TIOr9zF1ZW,81
Don Don,"['Daddy Yankee', 'Anuel AA', 'Kendo Kaponi']",3kml9ZdpT7UYk1ugkjqOzt,81
Relación,['Sech'],3ZG8N7aWw2meb6UrI5ZmnZ,81
Hasta Abajo,"['Kevin Roldan', 'Bryant Myers', 'Lyanno']",4PEfJZpVjdclfzZ9XO8uDw,81
Dime Cómo Quieres,"['Christian Nodal', 'Ángela Aguilar']",4jcxBTrNvyqMJdMDyyjdYV,81
Travesuras,"['Flow La Movie', 'Nio Garcia', 'Casper Magico']",2etJ67Egf7woMgOikVrlJM,81
Madrid (feat. Myke Towers),"['Maluma', 'Myke Towers']",19OXtYzrJyCrQvTbfukt4H,81
White Christmas,"['Bing Crosby', 'Ken Darby Singers', 'John Scott Trotter & His Orchestra']",4so0Wek9Ig1p6CRCHuINwW,80
Ain't No Mountain High Enough,"['Marvin Gaye', 'Tammi Terrell']",7tqhbajSfrz2F7E1Z75ASX,80
The Chain - 2004 Remaster,['Fleetwood Mac'],5e9TFTbltYBg2xThimr0rU,80
Mr. Blue Sky,['Electric Light Orchestra'],2RlgNHKcydI9sayD2Df2xp,80
September,"['Earth, Wind & Fire']",2grjqo0Frpf2okIBiifQKs,80
Don't Stop Believin',['Journey'],4bHsxqR3GMrXTxEPLuK5ue,80
Sweet Dreams (Are Made of This) - Remastered,"['Eurythmics', 'Annie Lennox', 'Dave Stewart']",1TfqLAPs4K3s2rJMoCokcS,80
Summer Of '69,['Bryan Adams'],0GONea6G2XdnHWjNZd6zt3,80
Under the Bridge,['Red Hot Chili Peppers'],3d9DChrdc6BOeFsbrZ3Is0,80
Merry Christmas Everyone,"[""Shakin' Stevens""]",2TE4xW3ImvpltVU0cPcKUn,80
Creep,['Radiohead'],70LcF31zb1H0PyJoS1Sx1r,80
Zombie,['The Cranberries'],2IZZqH4K02UIYg5EohpNHF,80
Californication,['Red Hot Chili Peppers'],48UPSzbZjgc449aqz8bxox,80
Ms. Jackson,['Outkast'],0I3q5fE6wg7LIfHGngUTnV,80
Last Resort,['Papa Roach'],5W8YXBz9MTIDyrpYaCg2Ky,80
Toxic,['Britney Spears'],6I9VzXrHxO9rA9A5euc8Ak,80
Do They Know It's Christmas? - 1984 Version,['Band Aid'],0247StOpd3AkeBQzANX4Zf,80
My Boo,"['Usher', 'Alicia Keys']",68vgtRHr7iZHpzGpon6Jlo,80
Mr. Brightside,['The Killers'],003vvx7Niy0yvhvHt4a68B,80
Hey There Delilah,"[""Plain White T's""]",4RCWB3V8V0dignt99LZ8vH,80
Verbatim,['Mother Mother'],266Vb7ItE3o1q8HdJ9QOvn,80
Stronger,['Kanye West'],4fzsfWzRhPawzqhX8Qt9F3,80
Sex on Fire,['Kings of Leon'],0ntQJM78wzOLVeCUAW7Y45,80
Bad Romance,['Lady Gaga'],0SiywuOBRcynK0uKGWdCnn,80
Empire State Of Mind,"['JAY-Z', 'Alicia Keys']",2igwFfvr1OAGX9SKDCPBwO,80
Sure Thing,['Miguel'],0JXXNGljqupsJaZsgSbMZV,80
Just the Way You Are,['Bruno Mars'],7BqBn9nzAq8spo5e7cZ0dJ,80
Stereo Hearts (feat. Adam Levine),"['Gym Class Heroes', 'Adam Levine']",0qOnSQQF0yzuPWsXrQ9paz,80
A Thousand Years,['Christina Perri'],6lanRgr6wXibZr8KgzXxBl,80
Classic,['MKTO'],6FE2iI43OZnszFLuLtvvmg,80
Everybody Talks,['Neon Trees'],2iUmqdfGZcHIhS3b9E9EWq,80
Holly Jolly Christmas,['Michael Bublé'],5PuKlCjfEVIXl0ZBp5ZW9g,80
Feel So Close - Radio Edit,['Calvin Harris'],1gihuPhrLraKYrJMAEONyc,80
R U Mine?,['Arctic Monkeys'],2AT8iROs4FQueDv2c8q2KE,80
Shut Up and Dance,['WALK THE MOON'],4kbj5MwxO1bq9wjT5g9HaA,80
18,['One Direction'],3JjnGLK8IxkNLvo8Lb3KOM,80
Sugar,['Maroon 5'],2iuZJX9X9P0GKaE93xcPjk,80
Dancin (feat. Luvli) - Krono Remix,"['Aaron Smith', 'Krono', 'Luvli']",6WkJ2OK163XXS2oARUC9JM,80
Centuries,['Fall Out Boy'],04aAxqtGp5pv12UXAg4pkq,80
Ride,['Twenty One Pilots'],2Z8WuEywRWYTKe1NybPQEW,80
Drag Me Down,['One Direction'],2K87XMYnUMqLcX3zvtAF4G,80
Line Without a Hook,['Ricky Montgomery'],5NvOZCjZaGGGL597exlQWv,80
"i hate u, i love u (feat. olivia o'brien)","['gnash', ""Olivia O'Brien""]",7vRriwrloYVaoAe3a9wJHe,80
Love On The Brain,['Rihanna'],5oO3drDxtziYU2H1X23ZIp,80
One Dance,"['Drake', 'WizKid', 'Kyla']",1zi7xx7UVEFkmKfv06H8x0,80
Love Galore (feat. Travis Scott),"['SZA', 'Travis Scott']",0q75NwOoFiARAVp4EXU4Bs,80
See You Again (feat. Kali Uchis),"['Tyler, The Creator', 'Kali Uchis']",7KA4W4McWYRpgf0fWsJZWB,80
Young Dumb & Broke,['Khalid'],5Z3GHaZ6ec9bsiI5BenrbY,80
idontwannabeyouanymore,['Billie Eilish'],41zXlQxzTi6cGAjpOXyLYH,80
Mask Off,['Future'],0VgkVdmE4gld66l8iyGjgx,80
Unforgettable,"['French Montana', 'Swae Lee']",3B54sVLJ402zGa6Xm4YGNe,80
Whiskey Glasses,['Morgan Wallen'],6foY66mWZN0pSRjZ408c00,80
Trust,['Brent Faiyaz'],0oufSLnKQDoBFX5mgkDCgR,80
Swervin (feat. 6ix9ine),"['A Boogie Wit da Hoodie', '6ix9ine']",1wJRveJZLSb1rjhnUHQiv6,80
YEAH RIGHT,['Joji'],1VGzxJnVQND7Cg5H5wGj14,80
All The Stars (with SZA),"['Kendrick Lamar', 'SZA']",3GCdLUSnKSMJhs4Tj6CV3s,80
Psycho (feat. Ty Dolla $ign),"['Post Malone', 'Ty Dolla $ign']",3swc6WTsr7rl9DqQKQA55C,80
BUTTERFLY EFFECT,['Travis Scott'],2cYqizR4lgvp4Qu6IQ3qGN,80
no tears left to cry,['Ariana Grande'],2qT1uLXPVPzGgFOx4jtEuo,80
God is a woman,['Ariana Grande'],5OCJzvD7sykQEKHH7qAC3C,80
EARFQUAKE,"['Tyler, The Creator']",5hVghJ4KaYES3BFUATCYn0,80
SUGAR,['BROCKHAMPTON'],6U0FIYXCQ3TGrk4tFpLrEA,80
Like That (feat. Gucci Mane),"['Doja Cat', 'Gucci Mane']",4EivmOT13NMpNSfTKn9p4s,80
I Think I'm OKAY (with YUNGBLUD & Travis Barker),"['Machine Gun Kelly', 'YUNGBLUD', 'Travis Barker']",2gTdDMpNxIRFSiu7HutMCg,80
Hate Me (with Juice WRLD),"['Ellie Goulding', 'Juice WRLD']",6kls8cSlUyHW2BUOkDJIZE,80
Moral of the Story,['Ashe'],2nC3QhMI9reBIOWutbU3Tj,80
Sex Sounds,['Lil Tjay'],5JtvedSVWW9McnoEAPJwQm,80
Took Her To The O,['King Von'],7fEoXCZTZFosUFvFQg1BmW,80
Errbody,['Lil Baby'],6eVxH9Kyanzrw636zJRPcw,80
PTSD,"['G Herbo', 'Juice WRLD', 'Lil Uzi Vert', 'Chance the Rapper']",3jT2LKH0RSbQ8jIUNFzXm5,80
Still Trappin' (with King Von),"['Lil Durk', 'King Von']",43BlKpJcSrC9AsJ3F1DKg9,80
I Hope,['Gabby Barrett'],23T0OX7QOiIUFShSzbJ5Uo,80
Sand In My Boots,['Morgan Wallen'],0uRrG2jRR5tuifsYIJHEao,80
Whatever It Takes,['Imagine Dragons'],6Qn5zhYkTa37e91HC1D7lb,80
Legends Never Die,"['League of Legends', 'Against The Current']",1FpVJ7HpZInE2GvhVE2TwT,80
Wolves,"['Selena Gomez', 'Marshmello']",0tBbt8CrmxbjRP0pueQkyU,80
New Rules,['Dua Lipa'],2ekn2ttSfGqwhhate0LSR0,80
Praise The Lord (Da Shine) (feat. Skepta),"['A$AP Rocky', 'Skepta']",7ycWLEP1GsNjVvcjawXz3z,80
Natural,['Imagine Dragons'],2FY7b99s15jUprqC0M5NCT,80
Attention,['Charlie Puth'],5cF0dROlMOK5uNZtivgu50,80
feel something,['Bea Miller'],7JDWhC422Gtk1Bq0mL3OTC,80
Mariposa,['Peach Tree Rascals'],4ja2gzrNh9VNigzoXfmbwD,80
GATTI,"['JACKBOYS', 'Pop Smoke', 'Travis Scott']",40mjsnRjCpycdUw3xhS20g,80
"break up with your girlfriend, i'm bored",['Ariana Grande'],4kV4N9D1iKVxx1KLvtTpjS,80
I.F.L.Y.,['Bazzi'],4a6q8CR2hzLk2plDkSxkfD,80
Lights Up,['Harry Styles'],4jAIqgrPjKLTY9Gbez25Qb,80
Make You Mine,['PUBLIC'],5iFwAOB2TFkPJk8sMlxP8g,80
Lalala,"['Y2K', 'bbno$']",51Fjme0JiitpyXKuyQiCDo,80
Flex (feat. Juice WRLD),"['Polo G', 'Juice WRLD']",2QqJTIlGKRLJC3onkavYEz,80
ivy,['Taylor Swift'],19CSr8rwW05VJL2F91KFNK,80
happiness,['Taylor Swift'],73YUReisjb3A9ActdLLjJQ,80
Conversations,['Juice WRLD'],4K06PO78fW4mnBVenxGNob,80
TRAGIC (feat. Youngboy Never Broke Again & Internet Money),"['The Kid LAROI', 'YoungBoy Never Broke Again', 'Internet Money']",13EW51DKru044OJDJ9Bm8o,80
Suicidal (Remix) [feat. Juice WRLD],"['YNW Melly', 'Juice WRLD']",4S2uhQE8L9V6p7rj7SiauJ,80
"...And To Those I Love, Thanks For Sticking Around",['$uicideBoy$'],41LhQUkElADQ5YUbpYv2D0,80
Way Out (feat. Big Sean),"['Jack Harlow', 'Big Sean']",57VeLYXrvNxe8Vs18K2M9W,80
Tap In,['Saweetie'],4Hpib09wXgD84w4uwTPnYD,80
forget me too (feat. Halsey),"['Machine Gun Kelly', 'Halsey']",1VSuFS7PahCN3SWbOcQ98m,80
Heat Waves,['Glass Animals'],3USxtqRwSYz57Ewm6wWRMp,80
Someone You Loved,['Lewis Capaldi'],2TIlqbIneP0ZY1O0EzYLlc,80
How Do You Sleep?,['Sam Smith'],6b2RcmUt1g9N9mQ3CbjX2Y,80
You should be sad,['Halsey'],7lidXGPXPYLNThITAOTlkK,80
Selfish,['Madison Beer'],4PV0uE5pZSh44E3NqNNDEH,80
Paparazzi,['Kim Dracula'],3rchFjeKZ0bJxO7EEdM3S5,80
Intentions,"['Justin Bieber', 'Quavo']",364dI1bYnvamSnBJ8JcNzN,80
